source,date,author,url,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
College Sports Wire,03/17/23,Patrick Conn,https://www.nflmockdraftdatabase.com/mock-drafts/2023/college-sports-wire-2023-patrick-conn?date=2023-03-17,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['las-vegas-raiders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['detroit-lions', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['arizona-cardinals', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['atlanta-falcons', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['philadelphia-eagles', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['tennessee-titans', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['houston-texans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['green-bay-packers', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['new-england-patriots', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['green-bay-packers', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['washington-commanders', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['pittsburgh-steelers', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['tampa-bay-buccaneers', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['seattle-seahawks', 'Drew Sanders', 'LB', 'Arkansas', 'SEC']","['los-angeles-chargers', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['baltimore-ravens', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['minnesota-vikings', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['jacksonville-jaguars', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['new-york-giants', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['dallas-cowboys', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['buffalo-bills', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['cincinnati-bengals', 'Brian Branch', 'S', 'Alabama', 'SEC']","['new-orleans-saints', 'Kayshon Boutte', 'WR', 'LSU', 'SEC']","['philadelphia-eagles', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['kansas-city-chiefs', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']"
Draftwire,03/17/23,Curt Popejoy,https://www.nflmockdraftdatabase.com/mock-drafts/2023/draftwire-2023-curt-popejoy?date=2023-03-17,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['detroit-lions', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['las-vegas-raiders', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['atlanta-falcons', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['chicago-bears', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['philadelphia-eagles', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['houston-texans', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['new-york-jets', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['new-england-patriots', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['green-bay-packers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['washington-commanders', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['pittsburgh-steelers', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['detroit-lions', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['tampa-bay-buccaneers', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['seattle-seahawks', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['los-angeles-chargers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['baltimore-ravens', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['minnesota-vikings', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['jacksonville-jaguars', 'Brian Branch', 'S', 'Alabama', 'SEC']","['new-york-giants', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['dallas-cowboys', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['buffalo-bills', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['cincinnati-bengals', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['new-orleans-saints', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['philadelphia-eagles', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['kansas-city-chiefs', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']"
CBS,03/16/23,Josh Edwards,https://www.nflmockdraftdatabase.com/mock-drafts/2023/cbs-2023-josh-edwards?date=2023-03-16,"['carolina-panthers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['las-vegas-raiders', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['indianapolis-colts', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['seattle-seahawks', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['detroit-lions', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['arizona-cardinals', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['atlanta-falcons', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['philadelphia-eagles', 'Myles Murphy', 'DL', 'Clemson', 'ACC']","['tennessee-titans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['houston-texans', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-england-patriots', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['tampa-bay-buccaneers', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['pittsburgh-steelers', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['detroit-lions', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['green-bay-packers', 'Brian Branch', 'S', 'Alabama', 'SEC']","['seattle-seahawks', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['los-angeles-chargers', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['baltimore-ravens', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['minnesota-vikings', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['jacksonville-jaguars', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['new-york-giants', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['dallas-cowboys', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['buffalo-bills', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['cincinnati-bengals', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['new-orleans-saints', 'Matthew Bergeron', 'OT', 'Syracuse', 'ACC']","['philadelphia-eagles', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['kansas-city-chiefs', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']"
Pro Football Network,03/16/23,Oliver Hodgkinson,https://www.nflmockdraftdatabase.com/mock-drafts/2023/pro-football-network-2023-oliver-hodgkinson?date=2023-03-16,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['seattle-seahawks', 'B.J. Ojulari', 'EDGE', 'LSU', 'SEC']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['las-vegas-raiders', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['atlanta-falcons', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['chicago-bears', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['philadelphia-eagles', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['tennessee-titans', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['houston-texans', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['new-york-jets', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['new-england-patriots', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['green-bay-packers', 'Brian Branch', 'S', 'Alabama', 'SEC']","['washington-commanders', 'Emmanuel Forbes', 'CB', 'Mississippi St.', 'SEC']","['pittsburgh-steelers', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['detroit-lions', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['tampa-bay-buccaneers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['los-angeles-chargers', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['baltimore-ravens', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['minnesota-vikings', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['jacksonville-jaguars', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['new-york-giants', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['dallas-cowboys', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['buffalo-bills', 'Drew Sanders', 'LB', 'Arkansas', 'SEC']","['cincinnati-bengals', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['new-orleans-saints', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['philadelphia-eagles', 'Adetomiwa Adebawore', 'DL', 'Northwestern', 'Big Ten']","['kansas-city-chiefs', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']"
Pro Football Focus,03/16/23,Trevor Sikkema,https://www.nflmockdraftdatabase.com/mock-drafts/2023/pro-football-focus-2023-trevor-sikkema?date=2023-03-16,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['las-vegas-raiders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['atlanta-falcons', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['philadelphia-eagles', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-england-patriots', 'Brian Branch', 'S', 'Alabama', 'SEC']","['green-bay-packers', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['washington-commanders', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['pittsburgh-steelers', 'Dawand Jones', 'OT', 'Ohio St.', 'Big Ten']","['detroit-lions', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['tampa-bay-buccaneers', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['seattle-seahawks', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['los-angeles-chargers', 'Will McDonald IV', 'EDGE', 'Iowa St.', 'Big 12']","['baltimore-ravens', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['minnesota-vikings', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['jacksonville-jaguars', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['new-york-giants', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['dallas-cowboys', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['buffalo-bills', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['cincinnati-bengals', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['new-orleans-saints', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['philadelphia-eagles', 'Adetomiwa Adebawore', 'EDGE', 'Northwestern', 'Big Ten']","['kansas-city-chiefs', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']"
Mass Live,03/16/23,Nick O'Malley,https://www.nflmockdraftdatabase.com/mock-drafts/2023/mass-live-2023-nick-o-malley?date=2023-03-16,"['carolina-panthers', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['houston-texans', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['las-vegas-raiders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['detroit-lions', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['arizona-cardinals', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['atlanta-falcons', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['chicago-bears', 'Peter Skoronski', 'IOL', 'Northwestern', 'Big Ten']","['philadelphia-eagles', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['green-bay-packers', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['new-england-patriots', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['green-bay-packers', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['washington-commanders', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['pittsburgh-steelers', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['detroit-lions', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['tampa-bay-buccaneers', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['seattle-seahawks', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['los-angeles-chargers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['baltimore-ravens', 'Brian Branch', 'S', 'Alabama', 'SEC']","['minnesota-vikings', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['jacksonville-jaguars', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['new-york-giants', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['dallas-cowboys', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['buffalo-bills', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['cincinnati-bengals', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['new-orleans-saints', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['philadelphia-eagles', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['kansas-city-chiefs', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']"
Rotoballer,03/16/23,Kyle Lindemann,https://www.nflmockdraftdatabase.com/mock-drafts/2023/rotoballer-2023-kyle-lindemann?date=2023-03-16,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['indianapolis-colts', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['seattle-seahawks', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['las-vegas-raiders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['atlanta-falcons', 'Tyree Wilson', 'DL', 'Texas Tech', 'Big 12']","['chicago-bears', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['philadelphia-eagles', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Lukas Van Ness', 'DL', 'Iowa', 'Big Ten']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-england-patriots', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['green-bay-packers', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['washington-commanders', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['pittsburgh-steelers', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['detroit-lions', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['tampa-bay-buccaneers', 'Myles Murphy', 'DL', 'Clemson', 'ACC']","['seattle-seahawks', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['los-angeles-chargers', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['baltimore-ravens', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['minnesota-vikings', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['jacksonville-jaguars', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['new-york-giants', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['dallas-cowboys', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['buffalo-bills', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['cincinnati-bengals', 'Julius Brents', 'CB', 'Kansas St.', 'Big 12']","['new-orleans-saints', 'Keion White', 'DL', 'Georgia Tech', 'ACC']","['philadelphia-eagles', 'Drew Sanders', 'LB', 'Arkansas', 'SEC']","['kansas-city-chiefs', 'Brian Branch', 'S', 'Alabama', 'SEC']"
Touchdown Wire,03/16/23,Doug Farrar,https://www.nflmockdraftdatabase.com/mock-drafts/2023/touchdown-wire-2023-doug-farrar?date=2023-03-16,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['arizona-cardinals', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['indianapolis-colts', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['las-vegas-raiders', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['atlanta-falcons', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['chicago-bears', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['philadelphia-eagles', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['tennessee-titans', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['houston-texans', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['green-bay-packers', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-england-patriots', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['green-bay-packers', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['washington-commanders', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['pittsburgh-steelers', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['detroit-lions', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['tampa-bay-buccaneers', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['los-angeles-chargers', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['baltimore-ravens', 'Jalin Hyatt', 'WR', 'Tennessee', 'SEC']","['minnesota-vikings', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['jacksonville-jaguars', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['new-york-giants', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['dallas-cowboys', 'Kayshon Boutte', 'WR', 'LSU', 'SEC']","['buffalo-bills', 'Brian Branch', 'S', 'Alabama', 'SEC']","['cincinnati-bengals', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['new-orleans-saints', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['philadelphia-eagles', 'Trenton Simpson', 'LB', 'Clemson', 'ACC']","['kansas-city-chiefs', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']"
CBS,03/15/23,Chris Trapasso,https://www.nflmockdraftdatabase.com/mock-drafts/2023/cbs-2023-chris-trapasso?date=2023-03-15,"['carolina-panthers', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['washington-commanders', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['indianapolis-colts', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['seattle-seahawks', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['detroit-lions', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['las-vegas-raiders', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['atlanta-falcons', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']","['chicago-bears', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['philadelphia-eagles', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['houston-texans', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['new-york-jets', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['new-england-patriots', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['green-bay-packers', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['arizona-cardinals', 'Deonte Banks', 'CB', 'Maryland', 'Big Ten']","['pittsburgh-steelers', 'Calijah Kancey', 'DL', 'Pittsburgh', 'ACC']","['detroit-lions', 'Myles Murphy', 'DL', 'Clemson', 'ACC']","['tampa-bay-buccaneers', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['seattle-seahawks', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['los-angeles-chargers', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['baltimore-ravens', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['minnesota-vikings', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['jacksonville-jaguars', 'Anton Harrison', 'OT', 'Oklahoma', 'Big 12']","['new-york-giants', 'Peter Skoronski', 'OT', 'Northwestern', 'Big Ten']","['dallas-cowboys', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['buffalo-bills', 'Jack Campbell', 'LB', 'Iowa', 'Big Ten']","['cincinnati-bengals', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['new-orleans-saints', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['philadelphia-eagles', 'Jalen Redmond', 'EDGE', 'Oklahoma', 'Big 12']","['kansas-city-chiefs', 'Will McDonald IV', 'EDGE', 'Iowa St.', 'Big 12']"
Covers,03/15/23,Andrew Caley,https://www.nflmockdraftdatabase.com/mock-drafts/2023/covers-2023-andrew-caley?date=2023-03-15,"['carolina-panthers', 'C.J. Stroud', 'QB', 'Ohio St.', 'Big Ten']","['houston-texans', 'Bryce Young', 'QB', 'Alabama', 'SEC']","['las-vegas-raiders', 'Anthony Richardson', 'QB', 'Florida', 'SEC']","['indianapolis-colts', 'Will Levis', 'QB', 'Kentucky', 'SEC']","['seattle-seahawks', 'Will Anderson Jr.', 'EDGE', 'Alabama', 'SEC']","['detroit-lions', 'Jalen Carter', 'DL', 'Georgia', 'SEC']","['arizona-cardinals', 'Tyree Wilson', 'EDGE', 'Texas Tech', 'Big 12']","['atlanta-falcons', 'Myles Murphy', 'EDGE', 'Clemson', 'ACC']","['chicago-bears', 'Paris Johnson Jr.', 'OT', 'Ohio St.', 'Big Ten']","['philadelphia-eagles', 'Christian Gonzalez', 'CB', 'Oregon', 'Pac-12']","['tennessee-titans', 'Peter Skoronski', 'IOL', 'Northwestern', 'Big Ten']","['houston-texans', 'Jaxon Smith-Njigba', 'WR', 'Ohio St.', 'Big Ten']","['new-york-jets', 'Broderick Jones', 'OT', 'Georgia', 'SEC']","['new-england-patriots', 'Quentin Johnston', 'WR', 'TCU', 'Big 12']","['green-bay-packers', 'Michael Mayer', 'TE', 'Notre Dame', 'FBS Independent']","['washington-commanders', 'Devon Witherspoon', 'CB', 'Illinois', 'Big Ten']","['pittsburgh-steelers', 'Joey Porter Jr.', 'CB', 'Penn St.', 'Big Ten']","['detroit-lions', 'Brian Branch', 'S', 'Alabama', 'SEC']","['tampa-bay-buccaneers', 'Lukas Van Ness', 'EDGE', 'Iowa', 'Big Ten']","['seattle-seahawks', 'Jordan Addison', 'WR', 'USC', 'Pac-12']","['los-angeles-chargers', 'Bijan Robinson', 'RB', 'Texas', 'Big 12']","['baltimore-ravens', 'Zay Flowers', 'WR', 'Boston College', 'ACC']","['minnesota-vikings', 'Kelee Ringo', 'CB', 'Georgia', 'SEC']","['jacksonville-jaguars', 'Darnell Wright', 'OT', 'Tennessee', 'SEC']","['new-york-giants', 'Cam Smith', 'CB', 'South Carolina', 'SEC']","['dallas-cowboys', ""O'Cyrus Torrence"", 'IOL', 'Florida', 'SEC']","['buffalo-bills', 'Darnell Washington', 'TE', 'Georgia', 'SEC']","['cincinnati-bengals', 'Dalton Kincaid', 'TE', 'Utah', 'Pac-12']","['new-orleans-saints', 'Bryan Bresee', 'DL', 'Clemson', 'ACC']","['philadelphia-eagles', 'Jahmyr Gibbs', 'RB', 'Alabama', 'SEC']","['kansas-city-chiefs', 'Nolan Smith', 'EDGE', 'Georgia', 'SEC']"
